theme,color,total_quantity
Pirates III,Dark Brown,28
Pirates III,Dark Green,6
Pirates III,Dark Red,24
Pirates III,Dark Tan,95
Pirates III,Flat Silver,2
Pirates III,Green,10
Pirates III,Light Bluish Gray,321
Pirates III,Lime,14
Pirates III,Orange,2
Pirates III,Pearl Gold,95
Pirates III,Pearl Titanium,8
Pirates III,Red,128
Pirates III,Reddish Brown,335
Pirates III,Tan,96
Pirates III,Trans-Brown,2
Pirates III,Trans-Clear,4
Pirates III,Trans-Dark Blue,2
Pirates III,Trans-Green,11
Pirates III,Trans-Light Blue,2
Pirates III,Trans-Orange,10
Pirates III,Trans-Red,6
Pirates III,Trans-Yellow,15
Pirates III,White,350
Pirates III,Yellow,12
Pirates III,[No Color/Any Color],1
Pirates of the Caribbean,Black,2276
Pirates of the Caribbean,Blue,81
Pirates of the Caribbean,Bright Green,4
Pirates of the Caribbean,Chrome Gold,42
Pirates of the Caribbean,Dark Blue,30
Pirates of the Caribbean,Dark Bluish Gray,1783
Pirates of the Caribbean,Dark Brown,404
Pirates of the Caribbean,Dark Green,124
Pirates of the Caribbean,Dark Orange,16
Pirates of the Caribbean,Dark Red,22
Pirates of the Caribbean,Dark Tan,324
Pirates of the Caribbean,Flat Silver,4
Pirates of the Caribbean,Green,19
Pirates of the Caribbean,Light Bluish Gray,1009
Pirates of the Caribbean,Lime,4
Pirates of the Caribbean,Medium Nougat,76
Pirates of the Caribbean,Metallic Gold,6
Pirates of the Caribbean,Metallic Silver,2
Pirates of the Caribbean,Olive Green,50
Pirates of the Caribbean,Orange,1
Pirates of the Caribbean,Pearl Gold,367
Pirates of the Caribbean,Pearl Titanium,13
Pirates of the Caribbean,Red,83
Pirates of the Caribbean,Reddish Brown,1063
Pirates of the Caribbean,Sand Green,34
Pirates of the Caribbean,Tan,222
Pirates of the Caribbean,Trans-Black,1
Pirates of the Caribbean,Trans-Brown,17
Pirates of the Caribbean,Trans-Clear,21
Pirates of the Caribbean,Trans-Green,1
Pirates of the Caribbean,Trans-Light Blue,26
Pirates of the Caribbean,Trans-Neon Orange,52
Pirates of the Caribbean,Trans-Orange,27
Pirates of the Caribbean,Trans-Yellow,17
Pirates of the Caribbean,White,172
Pirates of the Caribbean,Yellow,23
Pirates of the Caribbean,[No Color/Any Color],25
Planes,Black,11
Planes,Blue,13
Planes,Bright Green,18
Planes,Bright Light Blue,2
Planes,Dark Bluish Gray,5
Planes,Dark Orange,3
Planes,Flat Silver,5
Planes,Green,3
Planes,Light Bluish Gray,9
Planes,Lime,8
Planes,Medium Azure,14
Planes,Orange,8
Planes,Red,18
Planes,Trans-Light Blue,3
Planes,Trans-Orange,2
Planes,White,8
Planes,Yellow,9
Playhouse,Black,25
Playhouse,Blue,131
Playhouse,Bright Green,17
Playhouse,Bright Light Blue,28
Playhouse,Bright Light Orange,14
Playhouse,Bright Light Yellow,93
Playhouse,Bright Pink,82
Playhouse,Brown,8
Playhouse,Coral,14
Playhouse,Dark Azure,12
Playhouse,Dark Orange,4
Playhouse,Dark Pink,30
Playhouse,Dark Purple,1
Playhouse,Dark Tan,1
Playhouse,Duplo Lime,5
Playhouse,Duplo Pink,27
Playhouse,Fabuland Lime,13
Playhouse,Flat Silver,1
Playhouse,Glitter Trans-Dark Pink,2
Playhouse,Green,57
Playhouse,Lavender,4
Playhouse,Light Aqua,27
Playhouse,Light Bluish Gray,3
Playhouse,Light Gray,16
Playhouse,Light Green,13
Playhouse,Light Lilac,2
Playhouse,Light Pink,21
Playhouse,Light Yellow,1
Playhouse,Lime,29
Playhouse,Maersk Blue,25
Playhouse,Magenta,9
Playhouse,Medium Azure,17
Playhouse,Medium Blue,14
Playhouse,Medium Dark Pink,77
Playhouse,Medium Green,65
Playhouse,Medium Lavender,5
Playhouse,Medium Lime,8
Playhouse,Medium Nougat,15
Playhouse,Medium Orange,1
Playhouse,Opal Trans-Clear,1
Playhouse,Orange,25
Playhouse,Pearl Gold,4
Playhouse,Pearl Light Gray,8
Playhouse,Red,252
Playhouse,Reddish Brown,3
Playhouse,Sand Green,2
Playhouse,Tan,38
Playhouse,Trans-Clear,15
Playhouse,Trans-Dark Pink,1
Playhouse,Trans-Light Blue,5
Playhouse,Trans-Light Bright Green,6
Playhouse,Warm Yellowish Orange,2
Playhouse,White,588
Playhouse,Yellow,255
Playhouse,Yellowish Green,3
Playhouse,[No Color/Any Color],19
Playsets,Black,1831
Playsets,Blue,147
Playsets,Bright Green,14
Playsets,Bright Light Orange,20
Playsets,Dark Blue,265
Playsets,Dark Bluish Gray,1740
Playsets,Dark Green,8
Playsets,Dark Red,592
Playsets,Flat Dark Gold,7
Playsets,Glow In Dark Trans,21
Playsets,Green,32
Playsets,Light Bluish Gray,846
Playsets,Light Brown,8
Playsets,Pearl Dark Gray,7
Playsets,Pearl Gold,6
Playsets,Pearl Light Gray,541
Playsets,Red,278
Playsets,Reddish Brown,5
Playsets,Tan,46
Playsets,Trans-Brown,4
Playsets,Trans-Dark Blue,4
Playsets,Trans-Light Blue,3
Playsets,Trans-Medium Blue,18
Playsets,Trans-Neon Green,32
Playsets,Trans-Neon Orange,39
Playsets,Trans-Orange,25
Playsets,Trans-Red,30
Playsets,Trans-Yellow,12
Playsets,White,192
Playsets,Yellow,10
Playsets,[No Color/Any Color],6
Pokémon,Black,1178
Pokémon,Blue,329
Pokémon,Bright Green,211
Pokémon,Bright Light Blue,61
Pokémon,Bright Light Orange,41
Pokémon,Bright Light Yellow,102
Pokémon,Bright Pink,74
Pokémon,Chrome Gold,6
Pokémon,Coral,6
Pokémon,Dark Azure,267
Pokémon,Dark Blue,102
Pokémon,Dark Bluish Gray,633
Pokémon,Dark Brown,19
Pokémon,Dark Green,93
Pokémon,Dark Orange,135
Pokémon,Dark Pink,174
Pokémon,Dark Purple,7
Pokémon,Dark Red,4
Pokémon,Dark Tan,241
Pokémon,Dark Turquoise,65
Pokémon,Green,100
Pokémon,Lavender,4
Pokémon,Light Bluish Gray,494
Pokémon,Lime,130
Pokémon,Magenta,107
Pokémon,Medium Azure,895
Pokémon,Medium Lavender,61
Pokémon,Medium Nougat,584
Pokémon,Olive Green,12
Pokémon,Opal Trans-Bright Green,31
Pokémon,Opal Trans-Light Blue,7
Pokémon,Orange,642
Pokémon,Pearl Gold,46
Pokémon,Red,362
Pokémon,Reddish Brown,354
Pokémon,Reddish Orange,189
Pokémon,Sand Green,71
Pokémon,Tan,497
Pokémon,Trans-Clear,13
Pokémon,Trans-Green,3
Pokémon,Trans-Light Blue,136
Pokémon,Trans-Orange,4
Pokémon,Trans-Red,10
Pokémon,Trans-Yellow,16
Pokémon,White,623
Pokémon,Yellow,1042
Pokémon,Yellowish Green,6
Pokémon,[No Color/Any Color],2
Police,Black,6809
Police,Blue,3528
Police,Bright Green,43
Police,Bright Light Blue,1
Police,Bright Light Orange,12
Police,Bright Light Yellow,129
Police,Bright Pink,3
Police,Coral,1
Police,Dark Azure,29
Police,Dark Blue,878
Police,Dark Bluish Gray,5051
Police,Dark Brown,32
Police,Dark Green,163
Police,Dark Orange,80
Police,Dark Pink,15
Police,Dark Purple,1
Police,Dark Red,261
Police,Dark Tan,251
Police,Dark Turquoise,20
Police,Flat Silver,172
Police,Glow in Dark White,9
Police,Green,550
Police,Light Aqua,4
Police,Light Bluish Gray,6439
Police,Light Gray,164
Police,Lime,108
Police,Magenta,13
Police,Medium Azure,44
Police,Medium Lavender,2
Police,Medium Nougat,324
Police,Metallic Gold,25
Police,Metallic Silver,1
Police,Milky White,2
Police,Olive Green,64
Police,Orange,128
Police,Pearl Gold,92
Police,Pearl Light Gray,1
Police,Pearl Titanium,81
Police,Red,1682
Police,Reddish Brown,775
Police,Reddish Orange,17
Police,Sand Blue,20
Police,Sand Green,23
Police,Tan,686
Police,Trans-Brown,191
Police,Trans-Clear,499
Police,Trans-Dark Blue,1007
Police,Trans-Dark Pink,4
Police,Trans-Green,159
Police,Trans-Light Blue,604
Police,Trans-Neon Green,10
Police,Trans-Orange,256
Police,Trans-Purple,1
Police,Trans-Red,821
Police,Trans-Yellow,673
Police,Vibrant Yellow,350
Police,White,8285
Police,Yellow,1408
Police,[No Color/Any Color],120
Power Functions,Black,18
Power Functions,Dark Bluish Gray,10
Power Functions,Light Bluish Gray,28
Power Functions,White,2
Power Miners,Black,1268
Power Miners,Blue,267
Power Miners,Bright Green,2
Power Miners,Dark Bluish Gray,941
Power Miners,Dark Brown,8
Power Miners,Dark Tan,7
Power Miners,Flat Silver,17
Power Miners,Green,1
Power Miners,Light Bluish Gray,1002
Power Miners,Lime,1155
Power Miners,Metallic Silver,4
Power Miners,Orange,185
Power Miners,Pearl Light Gray,19
Power Miners,Red,136
Power Miners,Reddish Brown,27
Power Miners,Tan,107
Power Miners,Trans-Brown,15
Power Miners,Trans-Clear,162
Power Miners,Trans-Dark Blue,22
Power Miners,Trans-Green,1
Power Miners,Trans-Light Blue,6
Power Miners,Trans-Neon Green,41
Power Miners,Trans-Neon Orange,1
Power Miners,Trans-Orange,71
Power Miners,Trans-Red,26
Power Miners,White,161
Power Miners,Yellow,61
Power Miners,[No Color/Any Color],20
Powered Up,Black,13
Powered Up,Dark Bluish Gray,4
Powered Up,Light Bluish Gray,5
Powered Up,Trans-Clear,1
Powered Up,White,9
Primo,Blue,269
Primo,Bright Green,18
Primo,Bright Light Yellow,1
Primo,Dark Gray,1
Primo,Green,249
Primo,Light Gray,5
Primo,Light Yellow,1
Primo,Lime,5
Primo,Medium Blue,9
Primo,Medium Bluish Violet,1
Primo,Medium Dark Pink,2
Primo,Medium Lime,4
Primo,Medium Orange,1
Primo,Orange,10
Primo,Red,319
Primo,Sky Blue,13
Primo,Trans-Clear,2
Primo,Trans-Green,2
Primo,Trans-Light Blue,3
Primo,Trans-Yellow,2
Primo,Violet,1
Primo,White,30
Primo,Yellow,329
Primo,[No Color/Any Color],7
Prince of Persia,Black,182
Prince of Persia,Blue,11
Prince of Persia,Bright Green,6
Prince of Persia,Dark Bluish Gray,368
Prince of Persia,Dark Brown,26
Prince of Persia,Dark Orange,2
Prince of Persia,Dark Red,8
Prince of Persia,Dark Tan,94
Prince of Persia,Green,17
Prince of Persia,Light Bluish Gray,74
Prince of Persia,Medium Nougat,185
Prince of Persia,Pearl Gold,128
Prince of Persia,Pearl Light Gray,50
Prince of Persia,Red,19
Prince of Persia,Reddish Brown,159
Prince of Persia,Sand Blue,1
Prince of Persia,Speckle Black-Silver,2
Prince of Persia,Tan,304
Prince of Persia,Trans-Clear,3
Prince of Persia,Trans-Green,3
Prince of Persia,Trans-Neon Orange,17
Prince of Persia,Trans-Orange,4
Prince of Persia,Trans-Red,4
Prince of Persia,Trans-Yellow,18
Prince of Persia,White,370
Princess Castle,Bright Light Blue,15
Princess Castle,Bright Light Orange,7
Princess Castle,Bright Pink,30
Princess Castle,Chrome Gold,1
Princess Castle,Dark Pink,14
Princess Castle,Glitter Trans-Clear,9
Princess Castle,Glitter Trans-Dark Pink,11
Princess Castle,Light Lime,8
Princess Castle,Magenta,16
Princess Castle,Medium Blue,2
Princess Castle,Orange,3
Princess Castle,Pearl Gold,6
Princess Castle,Pearl Light Gray,2
Princess Castle,Pink,1
Princess Castle,Reddish Gold,7
Princess Castle,Sand Blue,2
Princess Castle,Trans-Dark Pink,6
Princess Castle,Trans-Light Blue,4
Princess Castle,Trans-Light Bright Green,6
Princess Castle,Trans-Orange,3
Princess Castle,Trans-Purple,1
Princess Castle,White,43
Princess Castle,Yellow,2
Princess Castle,[No Color/Any Color],7
Promotional,Black,4056
Promotional,Blue,685
Promotional,Bright Green,371
Promotional,Bright Light Blue,145
Promotional,Bright Light Orange,350
Promotional,Bright Light Yellow,114
Promotional,Bright Pink,201
Promotional,Chrome Gold,3
Promotional,Coral,103
Promotional,Dark Azure,108
Promotional,Dark Blue,219
Promotional,Dark Bluish Gray,1292
Promotional,Dark Brown,138
Promotional,Dark Gray,12
Promotional,Dark Green,233
Promotional,Dark Orange,289
Promotional,Dark Pink,245
Promotional,Dark Purple,81
Promotional,Dark Red,123
Promotional,Dark Tan,596
Promotional,Dark Turquoise,220
Promotional,Flat Silver,98
Promotional,Glitter Trans-Light Blue,1
Promotional,Glow in Dark White,5
Promotional,Green,825
Promotional,Lavender,18
Promotional,Light Aqua,49
Promotional,Light Bluish Gray,2708
Promotional,Light Gray,18
Promotional,Light Nougat,2
Promotional,Lime,320
Promotional,Magenta,113
Promotional,Medium Azure,278
Promotional,Medium Blue,45
Promotional,Medium Lavender,42
Promotional,Medium Nougat,441
Promotional,Metallic Gold,15
Promotional,Metallic Silver,7
Promotional,Olive Green,44
Promotional,Opal Trans-Bright Green,13
Promotional,Opal Trans-Clear,8
Promotional,Opal Trans-Dark Blue,3
Promotional,Opal Trans-Dark Pink,3
Promotional,Opal Trans-Light Blue,9
Promotional,Opal Trans-Purple,1
Promotional,Opal Trans-Yellow,1
Promotional,Orange,456
Promotional,Pearl Gold,280
Promotional,Pearl Titanium,7
Promotional,Red,2155
Promotional,Reddish Brown,1407
Promotional,Reddish Orange,11
Promotional,Sand Blue,13
Promotional,Sand Green,128
Promotional,Tan,1118
Promotional,Trans-Bright Green,20
Promotional,Trans-Brown,20
Promotional,Trans-Clear,371
Promotional,Trans-Dark Blue,35
Promotional,Trans-Dark Pink,59
Promotional,Trans-Green,30
Promotional,Trans-Light Blue,226
Promotional,Trans-Neon Green,1
Promotional,Trans-Neon Orange,2
Promotional,Trans-Orange,72
Promotional,Trans-Purple,9
Promotional,Trans-Red,148
Promotional,Trans-Yellow,158
Promotional,Vibrant Yellow,4
Promotional,White,3387
Promotional,Yellow,1829
Promotional,Yellowish Green,36
Promotional,[No Color/Any Color],57
Protectors,Black,98
Protectors,Blue,16
Protectors,Bright Green,1
Protectors,Bright Light Orange,6
Protectors,Dark Azure,1
Protectors,Dark Blue,2
Protectors,Dark Bluish Gray,41
Protectors,Dark Orange,5
Protectors,Dark Purple,6
Protectors,Dark Tan,5
Protectors,Flat Silver,33
Protectors,Light Bluish Gray,8
Protectors,Lime,2
Protectors,Pearl Titanium,25
Protectors,Red,19
Protectors,Reddish Brown,1
Protectors,Tan,2
Protectors,Trans-Bright Green,11
Protectors,Trans-Dark Blue,19
Protectors,Trans-Light Blue,30
Protectors,Trans-Neon Green,22
Protectors,Trans-Neon Orange,19
Protectors,Trans-Purple,5
Protectors,Trans-Red,2
Protectors,White,16
Protectors,Yellow,25
Protectors,Yellowish Green,2
Quatro,Blue,145
Quatro,Bright Green,142
Quatro,Green,1
Quatro,Light Purple,26
Quatro,Orange,73
Quatro,Red,60
Quatro,Yellow,77
RC,Black,899
RC,Blue,47
RC,Bright Green,6
RC,Chrome Silver,32
RC,Dark Bluish Gray,98
RC,Dark Gray,72
RC,Dark Red,2
RC,Green,156
RC,Light Bluish Gray,356
RC,Light Gray,285
RC,Lime,44
RC,Medium Orange,6
RC,Metal,4
RC,Orange,3
RC,Pearl Dark Gray,78
RC,Pearl Light Gray,52
RC,Red,152
RC,Tan,4
RC,Trans-Brown,4
RC,Trans-Clear,11
RC,Trans-Dark Blue,2
RC,Trans-Light Blue,11
RC,Trans-Neon Green,11
RC,Trans-Red,27
RC,White,83
RC,Yellow,203
RC,[No Color/Any Color],24
RCX,Black,3592
RCX,Blue,753
RCX,Bright Green,11
RCX,Brown,6
RCX,Chrome Gold,2
RCX,Chrome Silver,5
RCX,Dark Bluish Gray,18
RCX,Dark Gray,346
RCX,Dark Turquoise,88
RCX,Glow In Dark Opaque,3
RCX,Green,276
RCX,Light Bluish Gray,103
RCX,Light Gray,3700
RCX,Orange,21
RCX,Purple,66
RCX,Red,259
RCX,Rust,2
RCX,Tan,104
RCX,Trans-Clear,44
RCX,Trans-Dark Blue,34
RCX,Trans-Green,5
RCX,Trans-Neon Green,20
RCX,Trans-Neon Orange,20
RCX,Trans-Red,6
RCX,Trans-Yellow,4
RCX,White,361
RCX,Yellow,587
RCX,[No Color/Any Color],24
Race,Black,299
Race,Blue,56
Race,Brown,8
Race,Dark Gray,55
Race,Green,63
Race,Light Gray,203
Race,Orange,9
Race,Red,113
Race,Trans-Brown,1
Race,Trans-Dark Blue,1
Race,Trans-Green,1
Race,Trans-Light Blue,1
Race,Trans-Neon Green,38
Race,Trans-Neon Orange,65
Race,Trans-Red,3
Race,Trans-Yellow,2
Race,White,113
Race,Yellow,117
Race,[No Color/Any Color],3
Racers,Black,10306
Racers,Blue,1813
Racers,Bright Green,6
Racers,Brown,39
Racers,Chrome Silver,7
Racers,Dark Blue,85
Racers,Dark Bluish Gray,1519
Racers,Dark Gray,385
Racers,Dark Green,6
Racers,Dark Purple,3
Racers,Dark Red,13
Racers,Dark Tan,30
Racers,Dark Turquoise,4
Racers,Flat Silver,7
Racers,Glow In Dark Opaque,2
Racers,Glow In Dark Trans,45
Racers,Green,150
Racers,Light Bluish Gray,2187
Racers,Light Gray,1261
Racers,Lime,570
Racers,Medium Blue,104
Racers,Medium Lime,2
Racers,Medium Orange,23
Racers,Metallic Silver,234
Racers,Orange,426
Racers,Pearl Dark Gray,70
Racers,Pearl Light Gray,211
Racers,Purple,7
Racers,Red,1761
Racers,Sand Purple,2
Racers,Tan,263
Racers,Trans-Brown,93
Racers,Trans-Clear,102
Racers,Trans-Dark Blue,82
Racers,Trans-Green,40
Racers,Trans-Light Blue,48
Racers,Trans-Medium Blue,10
Racers,Trans-Neon Green,47
Racers,Trans-Neon Orange,28
Racers,Trans-Orange,67
Racers,Trans-Red,348
Racers,Trans-Yellow,100
Racers,Violet,4
Racers,White,2065
Racers,Yellow,1626
Racers,[No Color/Any Color],166
Rattles,Blue,10
Rattles,Green,1
Rattles,Red,31
Rattles,Yellow,25
Res-Q,Black,626
Res-Q,Blue,2
Res-Q,Chrome Silver,2
Res-Q,Dark Gray,59
Res-Q,Light Gray,242
Res-Q,Red,30
Res-Q,Trans-Dark Blue,35
Res-Q,Trans-Green,8
Res-Q,Trans-Neon Green,24
Res-Q,Trans-Red,46
Res-Q,Trans-Yellow,18
Res-Q,White,187
Res-Q,Yellow,245
Res-Q,[No Color/Any Color],7
RoboForce,Black,455
RoboForce,Blue,39
RoboForce,Dark Gray,6
RoboForce,Light Gray,310
RoboForce,Red,9
RoboForce,Trans-Dark Blue,11
RoboForce,Trans-Neon Green,67
RoboForce,Trans-Neon Orange,32
RoboForce,Trans-Red,4
RoboForce,White,11
RoboForce,Yellow,25
RoboForce,[No Color/Any Color],2
RoboRiders,Black,332
RoboRiders,Blue,3
RoboRiders,Chrome Silver,2
RoboRiders,Dark Gray,38
RoboRiders,Dark Turquoise,4
RoboRiders,Green,4
RoboRiders,Light Gray,109
RoboRiders,Lime,16
RoboRiders,Orange,9
RoboRiders,Pearl Light Gray,2
RoboRiders,Red,18
RoboRiders,Tan,14
RoboRiders,Trans-Light Blue,6
RoboRiders,Trans-Neon Green,8
RoboRiders,Trans-Neon Orange,2
RoboRiders,Trans-Red,2
RoboRiders,White,26
RoboRiders,Yellow,20
RoboRiders,[No Color/Any Color],1
Rock Raiders,Black,271
Rock Raiders,Brown,44
Rock Raiders,Chrome Silver,11
Rock Raiders,Dark Gray,234
Rock Raiders,Dark Turquoise,122
Rock Raiders,Light Gray,290
Rock Raiders,Red,8
Rock Raiders,Trans-Light Blue,1
Rock Raiders,Trans-Neon Green,97
Rock Raiders,Trans-Neon Orange,35
Rock Raiders,Yellow,189
Rock Raiders,[No Color/Any Color],9
Royal Knights,Black,527
Royal Knights,Blue,84
Royal Knights,Brown,66
Royal Knights,Chrome Silver,6
Royal Knights,Dark Gray,64
Royal Knights,Green,10
Royal Knights,Light Gray,555
Royal Knights,Red,45
Royal Knights,Trans-Dark Blue,4
Royal Knights,Trans-Green,4
Royal Knights,Trans-Neon Orange,8
Royal Knights,Trans-Red,10
Royal Knights,Trans-Yellow,12
Royal Knights,White,68
Royal Knights,Yellow,16
SPIKE,Black,1325
SPIKE,Blue,326
SPIKE,Bright Green,67
SPIKE,Bright Light Orange,40
SPIKE,Bright Light Yellow,1
SPIKE,Dark Azure,33
SPIKE,Dark Bluish Gray,32
SPIKE,Dark Pink,4
SPIKE,Flat Silver,8
SPIKE,Green,54
SPIKE,Light Bluish Gray,466
SPIKE,Magenta,217
SPIKE,Medium Azure,240
SPIKE,Medium Nougat,1
SPIKE,Orange,71
SPIKE,Red,335
SPIKE,Reddish Brown,6
SPIKE,Tan,158
SPIKE,Trans-Bright Green,1
SPIKE,Trans-Clear,25
SPIKE,Trans-Dark Pink,2
SPIKE,Trans-Green,30
SPIKE,Trans-Light Blue,48
SPIKE,Trans-Orange,10
SPIKE,Trans-Red,31
SPIKE,White,359
SPIKE,Yellow,551
SPIKE,[No Color/Any Color],2
Samsonite,Black,1699
Samsonite,Blue,1790
Samsonite,Green,119
Samsonite,HO Blue-gray,1
Samsonite,HO Dark Green,1
Samsonite,HO Dark Red,1
Samsonite,Light Gray,562
Samsonite,Metal,1
Samsonite,Milky White,18
Samsonite,Red,5456
Samsonite,Trans-Clear,899
Samsonite,White,5035
Samsonite,Yellow,1364
Samsonite,[No Color/Any Color],2
Scala,Aqua,68
Scala,Black,117
Scala,Blue,40
Scala,Bright Green,158
Scala,Brown,23
Scala,Chrome Gold,8
Scala,Chrome Silver,16
Scala,Dark Blue,4
Scala,Dark Gray,2
Scala,Dark Orange,2
Scala,Dark Turquoise,8
Scala,Earth Orange,27
Scala,Green,88
Scala,Light Blue,2
Scala,Light Gray,11
Scala,Light Green,64
Scala,Light Lime,7
Scala,Light Orange,28
Scala,Light Salmon,171
Scala,Light Turquoise,112
Scala,Light Violet,59
Scala,Light Yellow,50
Scala,Lime,4
Scala,Magenta,12
Scala,Medium Blue,39
Scala,Medium Dark Pink,28
Scala,Medium Green,83
Scala,Medium Lime,67
Scala,Medium Orange,63
Scala,Metallic Gold,1
Scala,Milky White,8
Scala,Nougat,56
Scala,Orange,280
Scala,Purple,1
Scala,Red,398
Scala,Rust,2
Scala,Salmon,183
Scala,Tan,1
Scala,Trans-Clear,53
Scala,Trans-Dark Blue,5
Scala,Trans-Dark Pink,4
Scala,Trans-Green,29
Scala,Trans-Light Blue,18
Scala,Trans-Neon Green,2
Scala,Trans-Neon Orange,8
Scala,Trans-Purple,2
Scala,Trans-Red,26
Scala,Trans-Yellow,3
Scala,Very Light Gray,36
Scala,Very Light Orange,1
Scala,Violet,9
Scala,White,672
Scala,Yellow,448
Scala,[No Color/Any Color],96
Scooby-Doo,Black,235
Scooby-Doo,Blue,26
Scooby-Doo,Bright Green,4
Scooby-Doo,Bright Pink,2
Scooby-Doo,Dark Bluish Gray,261
Scooby-Doo,Dark Brown,3
Scooby-Doo,Dark Green,28
Scooby-Doo,Dark Purple,84
Scooby-Doo,Dark Red,52
Scooby-Doo,Dark Tan,25
Scooby-Doo,Flat Silver,10
Scooby-Doo,Green,21
Scooby-Doo,Light Bluish Gray,288
Scooby-Doo,Lime,107
Scooby-Doo,Medium Azure,117
Scooby-Doo,Medium Blue,8
Scooby-Doo,Medium Nougat,4
Scooby-Doo,Metallic Gold,3
Scooby-Doo,Orange,38
Scooby-Doo,Pearl Gold,22
Scooby-Doo,Pearl Titanium,5
Scooby-Doo,Red,42
Scooby-Doo,Reddish Brown,243
Scooby-Doo,Sand Green,16
Scooby-Doo,Tan,33
Scooby-Doo,Trans-Clear,63
Scooby-Doo,Trans-Dark Blue,1
Scooby-Doo,Trans-Green,4
Scooby-Doo,Trans-Neon Green,1
Scooby-Doo,Trans-Neon Orange,2
Scooby-Doo,Trans-Orange,14
Scooby-Doo,Trans-Red,7
Scooby-Doo,Trans-Yellow,3
Scooby-Doo,White,111
Scooby-Doo,Yellow,28
Scooby-Doo,[No Color/Any Color],6
Sculptures,Black,20
Sculptures,Blue,356
Sculptures,Dark Gray,2
Sculptures,Green,1722
Sculptures,Light Gray,23
Sculptures,Red,681
Sculptures,Sand Green,2867
Sculptures,Tan,1
Sculptures,Trans-Clear,2
Sculptures,White,19
Sculptures,Yellow,599
Sculptures,[No Color/Any Color],1
Seasonal,Black,168
Seasonal,Blue,163
Seasonal,Bright Green,61
Seasonal,Bright Light Blue,11
Seasonal,Bright Light Orange,73
Seasonal,Bright Light Yellow,67
Seasonal,Bright Pink,175
Seasonal,Coral,23
Seasonal,Dark Azure,19
Seasonal,Dark Blue,10
Seasonal,Dark Bluish Gray,36
Seasonal,Dark Brown,10
Seasonal,Dark Green,22
Seasonal,Dark Orange,22
Seasonal,Dark Pink,97
Seasonal,Dark Purple,15
Seasonal,Dark Red,22
Seasonal,Dark Tan,32
Seasonal,Dark Turquoise,123
Seasonal,Flat Silver,4
Seasonal,Green,133
Seasonal,Lavender,22
Seasonal,Light Aqua,80
Seasonal,Light Bluish Gray,94
Seasonal,Lime,96
Seasonal,Magenta,36
Seasonal,Medium Azure,139
Seasonal,Medium Blue,1
Seasonal,Medium Lavender,33
Seasonal,Medium Nougat,42
Seasonal,Opal Trans-Clear,1
Seasonal,Orange,34
Seasonal,Pearl Gold,40
Seasonal,Red,276
Seasonal,Reddish Brown,413
Seasonal,Reddish Orange,2
Seasonal,Sand Green,8
Seasonal,Tan,159
Seasonal,Trans-Clear,59
Seasonal,Trans-Dark Blue,3
Seasonal,Trans-Green,1
Seasonal,Trans-Light Blue,40
Seasonal,Trans-Orange,50
Seasonal,Trans-Red,2
Seasonal,Trans-Yellow,2
Seasonal,White,1025
Seasonal,Yellow,286
Seasonal,Yellowish Green,14
Seasonal,[No Color/Any Color],11
Series 1 Minifigures,Black,21
Series 1 Minifigures,Blue,1
Series 1 Minifigures,Dark Bluish Gray,3
Series 1 Minifigures,Dark Orange,1
Series 1 Minifigures,Light Bluish Gray,2
Series 1 Minifigures,Orange,2
Series 1 Minifigures,Pearl Gold,3
Series 1 Minifigures,Pearl Light Gray,1
