fig_num,fig_name,num_parts,age_group_heuristic
fig-003751,"Anna - Sand Green and Dark Green Dress, Closed Mouth",4,Unspecified
fig-003752,"Elsa - Medium Azure Dress, Medium Blue Cape - Open Mouth",5,Unspecified
fig-003753,"Man, Red Letterman Jacket, Dark Brown Legs, Black Beret",4,Adult-coded
fig-003754,Battle Droid / Rocket Battle Droid,7,Unspecified
fig-003755,"Assassin Droid Elite, Black",8,Unspecified
fig-003756,"Assassin Droid, Silver",8,Unspecified
fig-003757,"Princess Leia, White Robe, Dark Brown Hair, Plain Belt",4,Unspecified
fig-003758,"Darth Vader, Light Bluish Gray Skin, White Pupils (3626b Head)",5,Unspecified
fig-003759,"Han Solo, Black Vest, Dark Blue Legs, Smooth Hair, No Cheek Lines",4,Unspecified
fig-003760,"Luke Skywalker, White Robe, Tan Legs, Dual Sided Head",4,Unspecified
fig-003761,"Obi-Wan Kenobi, Old, with Light Nougat Skin and Reddish Brown Hood and Cape, White Pupils",5,Unspecified
fig-003762,Clone Commander Wolffe,6,Adult-coded
fig-003763,Eeth Koth,4,Unspecified
fig-003764,"Quinlan Vos, Black Legs",4,Unspecified
fig-003765,"Yoda, Sand Green Head with Gray Hair, Dark Red Sash (Clone Wars)",3,Unspecified
fig-003766,"Clone Trooper, Wolfpack, with Jet Pack and Sand Blue Arms",5,Unspecified
fig-003767,"Watto, Printed Head, Dark Bluish Gray Hands",3,Unspecified
fig-003768,Wald,3,Unspecified
fig-003769,Sebulba,3,Unspecified
fig-003770,"Anakin Skywalker, Child, Light Bluish Gray Helmet",4,Child-coded
fig-003771,"Obi-Wan Kenobi, Padawan, Reddish Brown Hood and Cape, White Pupils",5,Unspecified
fig-003772,"Darth Maul, Horns, Plain Legs",5,Unspecified
fig-003773,Captain Panaka,4,Unspecified
fig-003774,"Padme Amidala / Naberrie, Light Bluish Gray Tunic",4,Unspecified
fig-003775,"Qui-Gon Jinn, Plain Reddish Brown Legs (3626b Head)",5,Unspecified
fig-003776,"Ki-Adi-Mundi, Plain Legs",4,Unspecified
fig-003777,Clone Commander Cody,5,Adult-coded
fig-003778,Savage Opress -3626b Head,5,Unspecified
fig-003779,"Asajj Ventress, Black Outfit - 3626b Head",3,Unspecified
fig-003780,"Anakin Skywalker, Black Robe, Black Legs (Clone Wars)",4,Unspecified
fig-003781,"Clone Gunner, Phase I Armor",4,Unspecified
fig-003782,"Clone Commander, Black Pauldron and Kama",7,Adult-coded
fig-003783,"Tokkat, Ewok",3,Unspecified
fig-003784,"Scout Trooper, Plain Black Head",4,Unspecified
fig-003785,"Logray, Ewok",3,Unspecified
fig-003786,Shaak Ti,5,Unspecified
fig-003787,"Saesee Tiin, No Cape",4,Unspecified
fig-003788,Embo,5,Unspecified
fig-003789,Aurra Sing,4,Unspecified
fig-003790,Sugi,3,Unspecified
fig-003791,"Astromech Droid, R2-Q2, 30367c Dome",4,Unspecified
fig-003792,Imperial Pilot V-wing - 3626b Head,4,Unspecified
fig-003793,"Jar Jar Binks, Dark Tan Torso",3,Unspecified
fig-003794,"Battle Droid Pilot, Blue Torso with Tan Print, Two Bent Arms",5,Unspecified
fig-003795,"Clone Trooper, Bomb Squad, Orange Markings",4,Unspecified
fig-003796,Clone ARF Trooper / Lightning Squadron (Lieutenant Razor),4,Unspecified
fig-003797,"Clone Trooper, Sand Green Markings, Horn Company",4,Unspecified
fig-003798,"Battle Droid Pilot, Blue Torso with Tan Print, One Bent Arm, One Straight Arm",5,Unspecified
fig-003799,"Astromech Droid, R2-Q5",4,Unspecified
fig-003800,FA-4 Pilot Droid,9,Unspecified
fig-003801,"Astromech Droid, R5-F7",4,Unspecified
fig-003802,Cloud Car Pilot,4,Unspecified
fig-003803,"Luke Skywalker, Old, Dark Brown Robes",4,Unspecified
fig-003804,"Rebel Trooper / Rebel Fleet Trooper, White Pupils, Cheek Lines",5,Unspecified
fig-003805,Onaconda Farr,3,Unspecified
fig-003806,"Battle Droid Pilot, Blue Torso, Two Bent Arms",5,Unspecified
fig-003807,"Zev Senesca, Orange Rebel Pilot Outfit",4,Unspecified
fig-003808,"Rebel Officer in Hoth Outfit, Tan Hat",6,Unspecified
fig-003809,"Rebel Trooper in Hoth Uniform, Tan Hat, Orange Chin Line",6,Unspecified
fig-003810,"Senate Commando, Plain Legs, Printed Head (Clone Wars)",4,Adult-coded
fig-003811,"Chancellor Palpatine, Red Outfit (Clone Wars)",6,Unspecified
fig-003812,"Chief Chirpa, Ewok",3,Unspecified
fig-003813,"Wicket, Ewok, Dark Orange Hood",3,Unspecified
fig-003814,"Princess Leia, Endor Outfit, Sand Green Top",4,Unspecified
fig-003815,"Paploo, Ewok, Tan Hood with Reddish Brown Face",3,Unspecified
fig-003816,"Death Star Trooper / Imperial Trooper, Brown Eyebrows, Black Eyes, Black Helmet",4,Unspecified
fig-003817,"Han Solo, Black Vest, Reddish Brown Legs, Black Eyes",4,Unspecified
fig-003819,"Rebel Trooper in Endor Uniform, Sand Green Legs, Brown Beard, Neck Bracket",5,Unspecified
fig-003820,"Rebel Trooper in Endor Uniform, Sand Green Legs, Black Eyes, Neck Bracket",5,Unspecified
fig-003822,"Astromech Droid, R2-D2, Pearl Light Gray Dome",4,Unspecified
fig-003823,Battle Droid / Rocket Battle Droid Commando,7,Adult-coded
fig-003824,Thi-Sen,3,Unspecified
fig-003825,"Anakin Skywalker, Dark Blue Hood",4,Unspecified
fig-003826,"AT-AT Driver, White Uniform, Plain Black Head (87556 Helmet)",4,Unspecified
fig-003827,"Imperial Officer / Captain / Commandant / Commander, Battle Armor, Dark Bluish Gray Hips",4,Adult-coded
fig-003828,"Astromech Droid, R4-P17, Blue Rectangles",4,Unspecified
fig-003829,"Astromech Droid, R3-M2",4,Unspecified
fig-003831,"Anakin Skywalker, Pilot Uniform, Printed Headset",4,Unspecified
fig-003832,"Obi-Wan Kenobi, Old, Tan Robes, Hair, White Pupils, Gray Beard, 3626bpr0638",4,Unspecified
fig-003833,"Luke Skywalker, White Robe, Straight Tan Hair, White Pupils, 3626bpr9995",4,Unspecified
fig-003834,"Barriss Offee, Black Hood and Cape",5,Unspecified
fig-003835,"Clone Trooper, Phase II Armor, Plain Black Head, Dotted Mouth",4,Unspecified
fig-003836,"Skeleton, Standard Face, Straight Mechanical Arms  (3626c Head)",6,Unspecified
fig-003837,"Luke Skywalker, Hoth Outfit, Tan Hat, Light Bluish Gray Legs",5,Unspecified
fig-003838,Wampa (Big Fig) - Dark Tan Nose,7,Unspecified
fig-003839,"Astromech Droid, R4-P44, Pearl Gray print",4,Unspecified
fig-003840,Clone Captain Jag,4,Unspecified
fig-003841,"Clone Pilot, Open Helmet with Black Markings",4,Unspecified
fig-003843,"Aayla Secura, Medium Blue",4,Unspecified
fig-003844,"Cad Bane, Dark Bluish Gray Legs",5,Unspecified
fig-003845,"Clone Trooper, Phase I Armor, Brown Eyes, Black Rangefinder",5,Unspecified
fig-003847,"Clone Commander, Black Pauldron",6,Adult-coded
fig-003848,"Bossk, Yellow Outfit",3,Unspecified
fig-003849,"Boba Fett, Helmet, Jetpack Neckwear, Reddish Brown Pauldron",7,Unspecified
fig-003850,"Han Solo, White Shirt, Reddish Brown Legs, Single Sided Head",4,Unspecified
fig-003851,"2-1B Medical Droid, Pearl Dark Gray",4,Unspecified
fig-003852,"Emperor Palpatine, Light Bluish Gray Skin, Black Hands",5,Unspecified
fig-003853,"Anakin Skywalker, Transformation, White Pupils, Darth Vader Helmet",4,Unspecified
fig-003854,"Clone Pilot, Open Helmet, White Head (Episode 3)",4,Unspecified
fig-003855,"General Grievous, Printed, Tan",8,Unspecified
fig-003856,Nahdar Vebb,3,Unspecified
fig-003857,EV-A4-D,16,Unspecified
fig-003858,"Astromech Droid, R7-D4",4,Unspecified
fig-003859,Shahan Alama,4,Unspecified
fig-003860,"Senate Commando Captain, Plain Legs (Clone Wars)",4,Adult-coded
fig-003861,"Rebel Trooper in Endor Uniform, Sand Green Legs, Dark Tan Vest, Cheek Lines",4,Unspecified
fig-003862,"Rebel Trooper in Endor Uniform, Sand Green Legs, Beard Stubble",4,Unspecified
fig-003863,"Scout Trooper, Printed Black Head, White Legs",4,Unspecified
fig-003865,"Stormtrooper, Printed Black 3262b Head",4,Unspecified
fig-003866,Clone ARF Trooper / Elite Clone Trooper (Rancor Battalion),4,Unspecified
fig-003867,Clone ARC Trooper / Elite Clone Trooper with Neck Bracket (Commander Hammer),8,Adult-coded
fig-003868,"General Maximillian Veers, Light Bluish Gray Helmet",4,Unspecified
fig-003869,"Luke Skywalker, Orange Rebel Pilot Outfit, Dark Bluish Gray Hips, White Pupils",4,Unspecified
fig-003870,"Rebel Trooper in Hoth Uniform, Tan Hat, Black Chin Line",6,Unspecified
fig-003871,"Han Solo, Dark Blue Jacket, Reddish Brown Legs",4,Unspecified
fig-003873,"Battle Droid Commander, One Bent Arm, One Straight Arm",5,Adult-coded
fig-003874,"Padme Amidala / Naberrie, Dark Red Senator Outfit, Ponytail Hair (Clone Wars)",4,Unspecified
fig-003875,Darth Malgus,5,Unspecified
fig-003876,"Sith Trooper, Black, Plain Legs",4,Unspecified
fig-003877,Padme Amidala / Queen Amidala (3626c Head),4,Unspecified
fig-003878,"Obi-Wan Kenobi, Padawan, Plain Legs (3626c Head)",5,Unspecified
fig-003879,"Qui-Gon Jinn, Plain Reddish Brown Legs (3626c Head)",5,Unspecified
fig-003880,Even Piell,4,Unspecified
fig-003881,"Astromech Droid, R3-D5",4,Unspecified
fig-003882,"Astromech Droid, T7-O1",15,Unspecified
fig-003883,Jace Malcom,4,Unspecified
fig-003884,Satele Shan,4,Unspecified
fig-003885,Kithaba,4,Unspecified
fig-003886,"Lando Calrissian, Skiff Guard Disguise, Dark Brown Helmet, Tan Legs",4,Unspecified
fig-003887,"Luke Skywalker, Dark Bluish Gray Robes, Tan Hair, Single Sided Head",4,Unspecified
fig-003888,"Dutch Vander / Rebel Pilot Y-wing, Plain Legs, Visor",4,Unspecified
fig-003889,"Princess Leia, White Robe, White Cape",5,Unspecified
fig-003890,"Anakin Skywalker, Transformation, Yellow Eyes, Dark Brown Legs",4,Unspecified
fig-003891,"Nute Gunray, Dark Orange Robe",4,Unspecified
fig-003892,"Obi-Wan Kenobi, Dark Tan Plain Legs",4,Unspecified
fig-003893,"Astromech Droid, R5-D8 / R5-D4",4,Unspecified
fig-003894,Jek Porkins,4,Unspecified
fig-003895,"Astromech Droid, R5-J2, Imperial",4,Unspecified
fig-003896,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Black Hands",4,Adult-coded
fig-003897,"Death Star Trooper, Printed Visor",4,Unspecified
fig-003898,"Barriss Offee, Dark Blue Hood and Cape",5,Unspecified
fig-003900,"Geonosian, Dark Tan, Wings",4,Unspecified
fig-003901,"Geonosian Zombie, Dark Bluish Gray, Wings",4,Unspecified
fig-003902,"Sandtrooper Sergeant, White Pauldron, Neck Bracket, Printed Black Head",6,Unspecified
fig-003903,"Sandtrooper Squad Leader / Captain, Orange Pauldron, Neck Bracket, Printed Black Head",6,Unspecified
fig-003904,ASP Droid,6,Unspecified
fig-003905,"Jawa, Cape",5,Unspecified
fig-003906,"Astromech Droid, R5-D4, Plain Dome",5,Unspecified
fig-003907,Owen Lars,4,Unspecified
fig-003908,"Boba Fett, Helmet and Jetpack, Light Gray Armor, Printed Legs",4,Unspecified
fig-003909,"Chloe - White Top, Light Aqua Skirt",4,Unspecified
fig-003910,"Lando Calrissian, Yellow and Blue Cape (3626b Head)",5,Unspecified
fig-003911,"Luke Skywalker, Cloud City Outfit, Yellow Skin, Tan Shirt",4,Unspecified
fig-003912,"Princess Leia, Cloud City Outfit, Yellow Skin, Dark Orange Shirt",4,Unspecified
fig-003913,"Kit Fisto, Cape",4,Unspecified
fig-003914,"Andrea - Dark Blue Christmas Sweater, Red Skirt",4,Unspecified
fig-003915,"Liza - Magenta Top, White Robe",4,Unspecified
fig-003916,"Mace Windu, Dark Tan Plain Legs, Cape",4,Unspecified
fig-003918,"Naomi - Red Jacket, Dark Red Skirt",4,Unspecified
fig-003919,"Saesee Tiin, Cape",5,Unspecified
fig-003920,"Emma - Green Jacket, Tan Trousers",4,Unspecified
fig-003921,"Anakin Skywalker, Black Robe, Angry Face with Shadowed Eyes and Cape",5,Unspecified
fig-003922,Agen Kolar with Cape,5,Unspecified
fig-003923,"Chancellor Palpatine, Dark Red Outfit (Episode 3)",4,Unspecified
fig-003925,Christina,4,Unspecified
fig-003926,Pre Vizsla,6,Unspecified
fig-003928,"Olivia - Light Aqua Christmas Sweater, Dark Blue Skirt",4,Unspecified
fig-003929,Jabba The Hutt (Big Fig),3,Unspecified
fig-003930,Oola,4,Unspecified
fig-003931,"Han Solo, White Shirt, Reddish Brown Legs, Dual Sided Head Closed Mouth / Closed Eyes",4,Unspecified
fig-003932,"Gamorrean Guard, Printed Head, Olive Green Hands",3,Unspecified
fig-003933,"Bib Fortuna, Clenched Teeth, Cape",5,Unspecified
fig-003934,Boushh / Princess Leia in Disguise,5,Unspecified
fig-003935,"Astromech Droid, R2-D2, Flat Silver Dome, Blue Print",4,Unspecified
fig-003936,"Princess Leia, Endor Outfit, Skirt",5,Unspecified
fig-003937,"Luke Skywalker, Final Duel Outfit, Fold in Jacket",4,Unspecified
fig-003938,Ewok Warrior,3,Unspecified
fig-003941,"Wicket, Ewok, Dark Orange Hood, Tan Face",3,Unspecified
fig-003942,"Teebo, Ewok",3,Unspecified
fig-003943,"Han Solo, Black Vest, Reddish Brown Legs, White Pupils",4,Unspecified
fig-003944,"Rebel Trooper in Endor Uniform, Sand Green Legs, Dark Orange Beard",4,Unspecified
fig-003945,"Dengar, White Head, Reddish Brown Legs",5,Unspecified
fig-003946,"IG-88, Printed Head",7,Unspecified
fig-003947,Admiral Firmus Piett,4,Unspecified
fig-003948,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Light Nougat Hands",4,Adult-coded
fig-003949,"Luke Skywalker, Black Robes, White Pupils",4,Unspecified
fig-003951,"Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Black Hands",4,Unspecified
fig-003952,"Luke Skywalker, White Robe, Straight Tan Hair, Black Eyes",4,Unspecified
fig-003953,"Obi-Wan Kenobi, Old, Tan Robes, Hair, Black Eyes",4,Unspecified
fig-003954,"Protocol Droid, Black",3,Unspecified
fig-003955,"Royal Guard, Black Hands",5,Unspecified
fig-003956,"Han Solo, Stormtrooper Disguise, Black Eyes",4,Unspecified
fig-003957,"Obi-Wan Kenobi, Old, Tan Robes, Reddish Brown Hood and Cape, Black Eyes",5,Unspecified
fig-003958,"Luke Skywalker, Black Robes, Black Eyes, Black Right Hand",4,Unspecified
fig-003959,"AT-AT Driver, White Uniform, Plain Black Head (30408 Helmet)",4,Unspecified
fig-003960,"Luke Skywalker, Stormtrooper Disguise, Plain Legs",4,Unspecified
fig-003961,"General Maximillian Veers, Dark Bluish Gray Helmet",4,Unspecified
fig-003963,"Chewbacca, White",3,Unspecified
fig-003964,"Rebel Pilot A-wing, Dark Green Uniform, Sand Blue Helmet Stripe",4,Unspecified
fig-003965,"Yoda, Sand Green Head with White Hair (Clone Wars)",3,Unspecified
fig-003966,Commando Droid Captain,5,Adult-coded
fig-003967,"Clone Trooper, 501st Legion, Blue Arms",4,Unspecified
fig-003968,"Droideka / Sniper Droid, Reddish Brown Shell, Pearl Dark Gray Legs, Back Armor",42,Unspecified
fig-003971,"Republic Trooper, Black Eyebrows",4,Unspecified
fig-003972,"Republic Trooper, Brown Eyebrows and Cheek Lines",4,Unspecified
fig-003973,"Sith Trooper, Black, Printed Legs",4,Unspecified
fig-003974,"Sith Trooper, Dark Red Outfit",4,Unspecified
fig-003975,Clone Trooper Sergeant,4,Unspecified
fig-003976,"Droideka / Destroyer Droid, Reddish Brown Shell, Pearl Dark Gray Legs, No Back Armor",28,Unspecified
fig-003977,Stass Allie,4,Unspecified
fig-003978,"Battle Droid, Dark Orange, One Straight Arm, One Bent Arm, 1 x 2 Plate on Back",6,Unspecified
fig-003979,"Jango Fett, Dark Bluish Gray Torso",6,Unspecified
fig-003980,"Luke Skywalker, Orange Rebel Pilot Outfit, Light Bluish Gray Hips, White Hands,  Visor on One Side of Head",4,Unspecified
fig-003981,"Rebel Trooper in Hoth Uniform, Tan Hat, Beard Stubble",6,Unspecified
fig-003982,"Ahsoka Tano, Padawan, Dark Brown Legs",4,Unspecified
fig-003983,"Clone Trooper, 212th Attack Battalion, Bright Light Orange Markings",4,Unspecified
fig-003984,Umbaran Soldier,5,Unspecified
fig-003985,"Obi-Wan Kenobi, Medium Nougat Legs (Clone Wars)",4,Unspecified
fig-003987,"Captain Rex, Cloth Pauldron and Kama",6,Unspecified
fig-003988,Malakili,4,Unspecified
fig-003989,"Luke Skywalker, Dark Bluish Gray Robes, Tan Hair, Dual Sided Head",4,Unspecified
fig-003990,"Clone Pilot, 501st Legion, Blue Markings",4,Unspecified
fig-003991,Pong Krell,3,Unspecified
fig-003992,Jedi Consular,4,Unspecified
fig-003993,"Jedi Knight, Horns",4,Unspecified
fig-003994,Sith Warrior,4,Unspecified
fig-003996,"Cad Bane, Reddish Brown Legs",4,Unspecified
fig-003997,Nikto Guard,3,Unspecified
fig-003998,"Obi-Wan Kenobi, Rako Hardeen Bounty Hunter Disguise",3,Unspecified
fig-003999,"Darth Maul, Horns, Mechanical Legs",6,Unspecified
fig-004000,Mandalorian Super Commando with High Brow Lines,5,Adult-coded
fig-004001,Mandalorian Super Commando with Low Brow Line,5,Adult-coded
fig-004002,"Padme Amidala / Naberrie, White Geonosis Arena Outfit",4,Unspecified
fig-004003,"Anakin Skywalker, Padawan, Medium Nougat Hair",4,Unspecified
fig-004004,"Clone Pilot, Phase I Armor, Black Eyes, Plain Legs",4,Unspecified
fig-004005,Clone Trooper Captain,4,Unspecified
fig-004006,"Obi-Wan Kenobi, Tan Legs, Mid-Length Parted Hair",4,Unspecified
fig-004007,"Astromech Droid, R2-D2, Light Bluish Gray Dome, Dark Tan Serving Tray",5,Unspecified
fig-004008,Max Rebo,3,Unspecified
fig-004009,Ree-Yees,3,Unspecified
fig-004010,"Princess Leia, Slave Outfit, White Pupils, Neck Bracket",5,Unspecified
fig-004011,Weequay Skiff Guard,3,Unspecified
fig-004012,Coleman Trebor,3,Adult-coded
fig-004013,"Mace Windu, White Legs",3,Unspecified
fig-004014,"Clone Commander, Yellow Markings",4,Adult-coded
fig-004015,"Battle Droid, Dark Orange, One Straight Arm, One Bent Arm",5,Unspecified
fig-004016,"Battle Droid Commander, Dark Orange, One Bent Arm, One Straight Arm",5,Adult-coded
fig-004017,"Astromech Droid, R4-G0",4,Unspecified
fig-004018,"Clone Trooper, Special Forces, Phase II Blue Armor",5,Unspecified
fig-004019,Bounty Hunter,4,Unspecified
fig-004020,"Jek-14, Helmet with Dark Red Markings",4,Unspecified
fig-004021,"Yoda, Olive Green Head, Neck Bracket",4,Unspecified
fig-004022,Poggle the Lesser,4,Unspecified
fig-004023,"Count Dooku, White Hair",5,Unspecified
fig-004024,"Clone Trooper, 41st Elite Corps Scout Battalion Armor (Kashyyyk)",4,Unspecified
fig-004025,Neimoidian Warrior,4,Unspecified
fig-004027,"General Grievous, Printed, White",8,Unspecified
fig-004028,"Obi-Wan Kenobi, Dark Tan Printed Legs",4,Unspecified
fig-004029,"Astromech Droid, R4-P22 / Q7-Series",4,Unspecified
fig-004030,Clone Pilot V-wing with White Printed Head,4,Unspecified
fig-004031,"Anakin Skywalker, Black Robe, Dark Brown Legs, Printed Headset",4,Unspecified
fig-004032,"Clone BARC Trooper, Dark Red Markings - Clone Commander Neyo",4,Adult-coded
fig-004033,"Clone Trooper, 212th Attack Battalion, Orange Markings",4,Unspecified
fig-004034,"Clone Trooper, 212th Attack Battalion, Airborne, Orange Markings",5,Unspecified
fig-004035,"Clone Trooper, 41st Elite Corps Ranger Platoon Armor (Kashyyyk)",4,Unspecified
fig-004036,"Plo Koon, Dark Tan Undershirt",3,Unspecified
fig-004038,"Clone Trooper, Wolfpack",4,Unspecified
fig-004039,"Droideka / Destroyer Droid, Reddish Brown Shell, Flat Silver Legs",28,Unspecified
fig-004040,"Chancellor Palpatine, Dark Bluish Gray Outfit (Episode 3)",4,Unspecified
fig-004041,"Battle Droid Security, Dark Red Torso with Tan Print, One Bent Arm, One Straight Arm",5,Unspecified
fig-004042,Chief Tarfful,3,Unspecified
fig-004043,"Clone Commander Gree, Kashyyyk Armor, Dark Gray Leg Strap",4,Adult-coded
fig-004044,PK-4 Droid,10,Unspecified
fig-004046,"C-3PO, Pearl Gold, Colorful Wires, Printed Legs, Restraining Bolt",3,Unspecified
fig-004047,"Jawa, Black Strap over Right Shoulder",4,Unspecified
fig-004048,"Jawa, Gold Shoulder Strap",4,Unspecified
fig-004049,Owen Lars with Printed Legs,4,Unspecified
fig-004050,"Astromech Droid, R2-A5",4,Unspecified
fig-004051,"Naboo Security Guard, Medium Nougat Skin",4,Unspecified
fig-004052,"Qui-Gon Jinn, Printed Reddish Brown Legs, Cape",5,Unspecified
fig-004053,"Obi-Wan Kenobi, Padawan, Printed Legs, Cape",5,Unspecified
fig-004054,Imperial Trooper with Black Helmet and Headset,4,Unspecified
fig-004056,"Imperial Crew, Light Bluish Gray Uniform, Dark Bluish Gray Cap, Plain Arms",4,Unspecified
fig-004057,"Darth Vader, Tan Skin",5,Unspecified
fig-004058,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform",4,Adult-coded
fig-004059,"General Maximillian Veers, Sand Blue Helmet",4,Unspecified
fig-004060,"Snowtrooper Commander, White Hips, Kama",5,Adult-coded
fig-004061,Zeb Orrelios,3,Unspecified
fig-004062,"Kanan Jarrus, Black Hair",4,Unspecified
fig-004063,"Stormtrooper, Dark Azure Helmet Vents, Angry (Rebels)",4,Unspecified
fig-004064,Guido,15,Unspecified
fig-004065,Bith Musician,3,Unspecified
fig-004066,"Greedo, Sand Green Skin, No Knee Strap",3,Unspecified
fig-004067,"Sandtrooper, Black Pauldron, Neck Bracket with Single Stud",6,Unspecified
fig-004068,"RA-7 Protocol Droid, Dark Bluish Gray",3,Unspecified
